DocID,NetSales,OperatingIncome,TotalAssets,NetAssets,EquityToAssetRatio,NumberOfIssuedShares,NetIncome
S100QRIK,3933490000,478926000,32590183000,20321859000,0.624,0.0000,
S100QRJ1,2525290000,-182381000,12579683000,11078292000,0.880,0.0000,-185144000
S100QRJ4,,-271633000,2094997000,1234922000,0.577,"（４）【発行済株式総数、資本金等の推移】年月日発行済株式総数増減数（株）発行済株式総数残高（株）資本金増減額（千円）資本金残高（千円）資本準備金増減額（千円）資本準備金残高（千円）　2023年１月１日～　2023年３月31日　（注）59,60035,577,1002,3241,823,6002,3241,935,600（注）新株予約権の行使による増加であります。 ",-229850000
S100QRJC,29023655000,1967898000,41308909000,13699254000,0.317,－,2033691000
S100QRJJ,573903000,167299000,919002000,398711000,0.434,"（４）【発行済株式総数、資本金等の推移】年月日発行済株式総数増減数（株）発行済株式総数残高（株）資本金増減額（千円）資本金残高（千円）資本準備金増減額（千円）資本準備金残高（千円）2023年１月１日～2023年３月31日（注）66,0009,901,3004,950535,8194,950526,899（注）新株予約権の行使による増加であります。   ",122312000
S100QRKE,1944984000,125141000,2401002000,309766000,0.1290,0.0099,
S100QRL7,1443528000,-64467000,6206606000,2404917000,0.386,"（４）【発行済株式総数、資本金等の推移】年月日発行済株式総数増減数（株）発行済株式総数残高（株）資本金増減額（千円）資本金残高（千円）資本準備金増減額（千円）資本準備金残高（千円）2023年１月18日（注）１．8,4001,855,02017,774236,48217,7744,068,295（注）１．有償第三者割当（オーバーアロットメントによる売出しに関連した第三者割当増資）割当価格　　4,232円資本組入額　2,116円割当先　　　大和証券株式会社２．2023年３月８日開催の取締役会決議により、2023年４月１日付で当社普通株式１株につき５株の割合で株式分割を行っております。これにより、発行済株式総数は7,420,080株増加し、9,275,100株となっております。 ",-89286000
S100QRLA,472667000000,57784000000,2821193000000,1380576000000,0.4894,0.0237,
S100QRNE,6122062000,431958000,4862090000,1695345000,0.248,"（４）【発行済株式総数、資本金等の推移】年月日発行済株式総数増減数（株）発行済株式総数残高（株）資本金増減額（千円）資本金残高（千円）資本準備金増減額（千円）資本準備金残高（千円）2023年１月１日～2023年３月31日（注）24,6008,997,60010,848938,35710,848938,357（注）新株予約権（ストックオプション）の権利行使による増加であります。 ",241361000
S100QRNX,113000000,-600000000,3099000000,2630000000,0.849,－,
S100QT32,130474000000,7520000000,87726000000,41639000000,0.475,23136000,4760000000
S100QT8C,779148000000,43018000000,327426000000,143948000000,0.437,104816000,17423000000
S100QT8H,144781000000,39948000000,459646000000,365903000000,0.772,188990633,30197000000
S100QT8M,846894000000,4110000000,1078130000000,461585000000,0.412,177759000,16443000000
S100QT9L,745080000000,22932000000,246812000000,75340000000,0.305,53450800,7401000000
S100QTD9,42176466000,5602376000,33510383000,25701408000,0.740,62000000,8910454000
S100QTL2,222664000000,6564000000,91263000000,52959000000,0.580,48800000,3890000000
S100QTSR,474638000000,52860000000,463965000000,243967000000,0.526,266690000,41164000000
S100QTUD,－,975404000,－,－,－,600000,－
S100QTV0,7429576000000,387653000000,5795065000000,2672486000000,0.435,886441983,203004000000
S100QTVK,110175000000,17764000000,103557000000,77180000000,0.745,48999000,11391000000
S100QU2A,288634000000,103195000000,655056000000,557350000000,0.851,543341000,55732000000
S100QU4Q,14152117000,904593000,5025148000,2272402000,0.452,5384100,501909000
S100QU70,459840000000,9380000000,1029573000000,412700000000,0.401,270565764,13897000000
S100QU75,1083754000,274460000,605532000,331906000,0.548,3409,57284000
S100QUA4,2608896000,596784000,5192812000,1044668000,0.201,7462,140565000
S100QUCN,488701000000,32137000000,265481000000,166563000000,0.627,63330838,17940000000
S100QUGV,7657351000000,174312000000,10045380000000,1875364000000,0.109,871924000,23637000000
S100QUIU,309410000000,18485000000,173851000000,40357000000,0.229,106888000,381000000
S100QUJS,6711180000,991248000,5503010000,3097781000,0.562,11054760,-464405000
S100QUJZ,2907042000,91940000,2625631000,1177145000,0.4473,10296260,238848000
S100QUO2,266703000000,27446000000,296941000000,259315000000,0.870,82532416,30285000000
S100QUUU,31368000000,15809000000,47319000000,23941000000,0.435,17640000,4397000000
S100QV1P,"(1）営業収益 　（単位：千円）米国合計1,946,5201,946,520",1135635000,597918000,510794000,0.854,105400,81760000
S100QV3V,166320000,-454212000,109862000,1417000,0.001,255,-164657000
S100QV4M,15056169000,-1888160000,11318994000,2308056000,0.194,8975900,61277000
S100QV53,35523000000,-883000000,51066000000,10763000000,0.210,33171600,1893000000
S100QV83,"(1）営業収益（単位：千円） 日本米国合計2,606,9961,095,4653,702,461（注）営業収益は、顧客と契約している当社グループの法人の所在地を基礎とし、国又は地域に分類しております。以下、(2)から(5)まで同様であります。なお、「米国」にはColeman Research Group, Inc.が分類されており、連結損益計算書に含まれている2021年10月から2021年12月までの期間におけるものであります。以下、(3)及び(4)において同様であります。",-112430000,－,－,－,95000,－
S100QVYU,16103763000000,-132438000000,16532800000000,5696246000000,0.345,1590076000,396117000000
S100QWA7,565810000000,47347000000,763915000000,623155000000,0.816,381436420,63264000000
S100QWH3,743671000000,87769000000,2850645000000,1567542000000,0.5330,0.0327,57485000000
S100QWQB,121134000000,73473000000,54069405000000,285009000000,0.005,536351448,46805000000
S100QWVF,908396000,-323569000,4107385000,3748046000,0.913,0.0526,-302868000
S100QX4W,840714000000,34172000000,708129000000,354120000000,0.500,130010000,21238000000
S100QX95,118405000000,49656000000,78961000000,22656000000,0.286,311644285,15985000000
S100QX9M,31884000000,7198000000,42800000000,27599000000,0.644,0.0000,4878000000
S100QXAM,407017000000,53202000000,618532000000,392279000000,0.578,171045418,34935000000
S100QXBG,,96224000,3714029000,895112000,0.241,5434300,71032000
S100QXC5,627108000,98124000,2081983000,2009602000,0.965,3794130,64679000
S100QXGU,4882759000,616479000,7702984000,5355428000,0.656,0.0523,308904000
S100QXJ7,1130508000,-78038000,7643385000,6869508000,0.899,5502900,-49207000
S100QXKB,217582000,-30718000,1273788000,784617000,0.616," (4) 【発行済株式総数、資本金等の推移】 年月日発行済株式総数増減数(株)発行済株式総数残高(株)資本金増減額(千円)資本金残高(千円)資本準備金増減額(千円)資本準備金残高(千円)2023年２月17日(注)105,0002,820,40048,300630,30048,300186,300 (注)　有償第三者割当（オーバーアロットメントによる売出しに関連した第三者割当増資）割当価格    　920円資本組入額  　460円割当先  東洋証券株式会社 ",-20073000
S100QXLE,1444038000,8049000,3807316000,1945259000,0.507,0.0001,21159000
S100QXLR,1933069000,-669351000,2995353000,1016225000,0.311,11449700,-709220000
S100QXOD,1007086000000,20929000000,374373000000,122290000000,0.3267,116881000,7918000000
S100QXOQ,42786000000,6603000000,145556000000,69053000000,0.473,0.0725,6842000000
S100QXRZ,1438620000000,128125000000,15794711000000,1159588000000,0.073,655000000,72825000000
S100QXS4,,-1844394000,8049569000,2445150000,0.255,0.0000,-315773000
S100QXT7,3863970000,616447000,2904407000,2167828000,0.746,6720000,414598000
S100QXTB,2318572000000,215003000000,3171618000000,998702000000,0.315,1655446000,66965000000
S100QXX3,5362772000000,341179000000,5792414000000,3595694000000,0.6208,787945000,194850000000
S100QXXK,,-1506320000,9958017000,9765036000,0.898,59342700,-1500555000
S100QXXT,291125000000,70821000000,423056000000,276305000000,0.6403,140860557,3306000000
S100QXYE,5673000000,505000000,19343000000,7312000000,0.378,"（4）【発行済株式総数、資本金等の推移】年月日発行済株式総数増減数（株）発行済株式総数残高（株）資本金増減額（百万円）資本金残高（百万円）資本準備金増減額（百万円）資本準備金残高（百万円）2023年２月27日（注）5,50015,101,914218522,688（注）譲渡制限付株式報酬としての新株式発行による増加であります。",
S100QXYX,198161000000,14733000000,171923000000,85907000000,0.488,0.1972,11037000000
S100QXZW,7006992000,-562274000,8862465000,2692861000,0.290,0.0186,518865000
S100QY13,135891000000,5556000000,309382000000,38792000000,0.125,0.003,-630000000
S100QY1D,954714000000,189503000000,2429601000000,818291000000,0.337,5151629000,91816000000
S100QY1S,48901000000,227000000,55225000000,18974000000,0.344,0.0000,
S100QY2N,411573000,77382000,1038999000,874106000,0.841,2500000,52029000
S100QY3I,9434255000,580439000,3686266000,1004640000,0.272,400000,387172000
S100QY3O,(1) 経常収益当行グループは、本邦の外部顧客に対する経常収益に区分した金額が連結損益計算書の経常収益の90％を超えるため、記載を省略しております。,,208974134000000,11362365000000,0.0543,4500000000,266189000000
S100QY4D,3304690000,-217989000,10044114000,7833508000,0.780,"（４）【発行済株式総数、資本金等の推移】年月日発行済株式総数増減数（株）発行済株式総数残高（株）資本金増減額（千円）資本金残高（千円）資本準備金増減額（千円）資本準備金残高（千円）2023年２月１日～2023年４月30日1,0004,764,5408501,651,6078491,601,579　（注）2023年２月１日から2023年４月30日までの間に、新株予約権の行使により、発行済株式総数が1,000株、資本金が850千円及び資本準備金が849千円増加しております。",-225394000
S100QY5M,2357918000,-498182000,8751972000,7918123000,0.905,40610200,-333248000
S100QY7Y,587095000000,418045000000,1675913000000,1588309000000,0.948,121603000,226147000000
S100QY8A,1200560000000,592760000000,1690304000000,1414798000000,0.8340,131669000,194009000000
S100QY9X,38968000000,34527000000,129192000000,119284000000,0.920,129268048,13694000000
S100QYB8,75702000000,8417000000,57464000000,32961000000,0.574,13064400,2240000000
S100QYC9,6290844000,1094500000,12002390000,9454993000,0.788,7720200,936352000
S100QYCY,929717000000,73025000000,2088051000000,1249642000000,0.598,709011000,134069000000
S100QYDK,991590000000,11428000000,818021000000,279911000000,0.303,70666917,29108000000
S100QYHM,1971869000000,87622000000,2384973000000,803312000000,0.310,364364000,35940000000
S100QYKD,893396000000,77199000000,1123659000000,573388000000,0.504,411339000,25682000000
S100QYLX,2214946000000,159066000000,5261174000000,2479718000000,0.4713,325840640,89875000000
S100QYMO,1856190000000,-11244000000,2297059000000,618295000000,0.269,1251499501,36883000000
S100QYNI,2725243000000,65357000000,3638219000000,1902868000000,0.499,972252000,157754000000
S100QYPL,112001000000,,1141926000000,212890000000,0.1861,1192464000,13236000000
S100QYQ4,２．報告セグメントごとの業務粗利益（信託勘定償却前）＋ＥＴＦ関係損益等、業務純益（信託勘定償却前、一般貸倒　引当金繰入前）＋ＥＴＦ関係損益等及び固定資産の金額の算定方法以下の報告セグメントの情報は内部管理報告を基礎としております。業務粗利益（信託勘定償却前）＋ＥＴＦ関係損益等は、資金利益、信託報酬、役務取引等利益、特定取引利益及びその他業務利益の合計にＥＴＦ関係損益等を加えたものであります。業務純益（信託勘定償却前、一般貸倒引当金繰入前）＋ＥＴＦ関係損益等は、業務粗利益（信託勘定償却前）＋ＥＴＦ関係損益等から経費（除く臨時処理分等）、持分法による投資損益及びのれん等償却（無形資産の償却を含む）を調整したものであります。セグメント間の取引に係る業務粗利益（信託勘定償却前）＋ＥＴＦ関係損益等は、市場実勢価格に基づいております。また、セグメント別資産情報として開示している固定資産は、有形固定資産及び無形固定資産の合計であり、株式会社みずほ銀行、みずほ信託銀行株式会社及びみずほ証券株式会社に係る固定資産を各セグメントに配賦しております。 ,277654000000,200792226000000,9194038000000,0.0435,25392498000,96566000000
S100QYR0,1278240000000,599271000000,1257627000000,888117000000,0.700,165210000,248228000000
S100QYRQ,1417376000000,60290000000,793599000000,292199000000,0.368,187665738,21503000000
S100QYVI,4043110000000,182011000000,3751880000000,1346902000000,0.359,294674634,77247000000
S100QYWF,732347000000,125496000000,612955000000,429644000000,0.700,222000000,63383000000
S100QYX3,54832000000,19147000000,51242000000,40538000000,0.791,209505000,16087000000
S100QYYO,59389000000,17958000000,105666000000,70520000000,0.664,57777972,4396000000
S100QZ22,160422000000,7959000000,170875000000,100143000000,0.580,62850000,3579000000
S100QZ41,242547000000,9000000,15654886000000,1148105000000,0.0733,595129000,52397000000
S100QZ5D,99576000000,3944000000,801483000000,420743000000,0.518,160000000,49240000000
S100QZ5I,84843000000,7524000000,222435000000,73077000000,0.328,111075980,4685000000
S100QZ74,1196803000000,5940000000,1247427000000,585715000000,0.461,395694000,13480000000
S100QZ76,27580572000,5738381000,57230112000,40100675000,0.697,23671845,7008494000
S100QZAK,277443000000,43354000000,287106000000,179795000000,0.516,201699000,10411000000
S100QZG8,192430000000,6208000000,167289000000,76271000000,0.456,46721400,2628000000
S100QZHY,30225681000000,2995697000000,53416405000000,19907100000000,0.373,3262997000,1896825000000
S100QZJ5,212952000000,24887000000,284898000000,178818000000,0.628,49590478,3550000000
S100QZJA,－,39884000000,－,－,－,68871790,－
S100QZK6,682912000000,37489000000,926432000000,355865000000,0.374,291070000,26689000000
S100QZLH,376111000,-433078000,931006000,892134000,0.958,6906600,103242000
S100QZLI,1234077000000,55005000000,2134477000000,651607000000,0.2460,120628611,26875000000
S100QZOD,211732000000,14462000000,237720000000,168580000000,0.680,33755000,18521000000
S100QZOM,6093548000000,787261000000,36096476000000,7621481000000,0.211,1100660365,1977693000000
S100QZP5,563550000000,30643000000,459854000000,245954000000,0.5185,205288338,19703000000
S100QZPH,836731000000,17663000000,951261000000,181233000000,0.1089,93938000,-111188000000
S100QZPT,"(1) 経常収益（単位：百万円） 日本北米その他合計21,0404,96216526,167（注）1.売上高に代えて、経常収益を記載しております。2.経常収益は顧客の所在地を基礎とし、国又は地域に分類しております。3.北米のうち、バミューダは4,852百万円であります。 ",,38247000000,11773000000,0.308,51145000,-1735000000
S100QZRG,793862000000,146188000000,932030000000,441193000000,0.473,342713000,30223000000
S100QZSF,1059120000000,-22297000000,1218986000000,555689000000,0.456,502664000,7695000000
S100QZSY,123649000000,-13216000000,1728929000000,422715000000,0.241,332462920,45457000000
S100QZT0,9480619000000,113950000000,9626592000000,3262603000000,0.339,966692000,174062000000
S100QZT6,8665687000000,894235000000,24967066000000,4874438000000,0.195,1271230000,11.68
S100QZX0,888589000000,44208000000,1020654000000,427212000000,0.402,197953707,45057000000
S100QZYC,173650000000,13720000000,188192000000,78541000000,0.310,25098060,3967000000
S100QZYR,142296000000,34779000000,1301908000000,381501000000,0.2736,1596282000,37781000000
S100QZZ4,8958967000000,-145207000000,11945779000000,4263166000000,0.3569,1742345000,219977000000
S100R004,79908000000,41574000000,232703000000,183535000000,0.781,313250000,25543000000
S100R018,740341000000,101183000000,1771015000000,406602000000,0.230,433092000,17952000000
S100R01E,1829300000000,268939000000,2001704000000,521725000000,0.244,170055000,-44501000000
S100R03J,50755000000,3444000000,67450000000,34638000000,0.508,34700000,-614000000
S100R04K,2074600000000,62367000000,933307000000,202459000000,0.202,42332640,13914000000
S100R04O,2874931000000,965553000000,8036328000000,1498157000000,0.186,4787145170,324786000000
S100R04V,－,29886000000,304133000000,181370000000,0.596,94704740,16713000000
S100R05Y,110412000000,26446000000,160272000000,67804000000,0.423,39854344,6824000000
S100R06O,170028000000,24732000000,1643190000000,469276000000,0.281,212313000,28024000000
S100R071,708660000000,49934000000,1134985000000,615920000000,0.543,400879000,51616000000
S100R07Z,68486000000,18860000000,69692000000,33244000000,0.477,55000000,6033000000
S100R09D,1277035000000,-153938000000,8359676000000,3094378000000,0.367,381822000,295216000000
S100R09Z,642834000000,40040000000,1071520000000,628120000000,0.586,296566000,46756000000
S100R0BF,401064000000,29737000000,390190000000,307729000000,0.7602,110881044,18438000000
S100R0BK,2839955000000,283079000000,22531402000000,3603741000000,0.1586,710000000,274579000000
S100R0D0,2913446000000,132525000000,2963222000000,858939000000,0.290,260473000,21603000000
S100R0FF,925818000000,48143000000,370839000000,170925000000,0.420,236704000,24361000000
S100R0HE,1520886000000,36401000000,1298067000000,550766000000,0.4243,343286000,24663000000
S100R0HV,348022000000,35864000000,430885000000,320696000000,0.694,51616000,20480000000
S100R0HX,715085000000,40076000000,457603000000,173986000000,0.361,50273000,19221000000
S100R0I6,1306348000000,155686000000,1897648000000,1258396000000,0.663,1979823000,178679000000
S100R0IA,(1)経常収益当社グループは、本邦の外部顧客に対する経常収益に区分した金額が連結損益計算書の経常収益の90％を超えるため、記載を省略しております。,27527000000,17372575000000,919547000000,0.0529,1179055000,46338000000
S100R0IU,634740000000,20052000000,366514000000,164697000000,0.445,63499227,12896000000
S100R0IV,100031000000,42909000000,123407000000,88749000000,0.719,135446000,12551000000
S100R0PF,1479008000000,166775000000,1900928000000,800069000000,0.421,129591000,-36063000000
S100R0PR,5080353000000,1060592000000,7330416000000,4183492000000,0.571,2532004445,505146000000
S100R0Q4,572516000000,34465000000,409513000000,198355000000,0.479,65215000,27470000000
S100R0QD,304855000000,21663000000,3212465000000,490998000000,0.1528,185444772,34016000000
S100R0RE,1650877000000,96077000000,1846176000000,722390000000,0.390,224541172,112571000000
S100R0S1,59742000000,9106000000,33904000000,20592000000,0.599,112720000,4584000000
S100R0S2,4425144000000,434453000000,2890307000000,878931000000,0.291,208000000,81450000000
S100R0SS,141000000000,8131000000,78352000000,26410000000,0.329,10445500,2341000000
S100R0SZ,1475436000000,170374000000,1884008000000,996795000000,0.529,298142000,48417000000
S100R0UD,151068000000,26711000000,223528000000,89038000000,0.398,23971000,9343000000
S100R0UZ,292213000000,25939000000,252078000000,52243000000,0.188,24883002,5190000000
S100R0WI,575991000000,41091000000,318324000000,209269000000,0.657,109272000,25035000000
S100R0WN,708083000000,1708000000,9295745000000,3508065000000,0.373,206000000,438715000000
S100R0XG,413128000000,40123000000,483827000000,250481000000,0.510,88555840,25046000000
S100R105,367960000000,110312000000,938540000000,808774000000,0.862,316786165,132759000000
S100R115,3132511000,1139216000,2253721000,1869523000,0.829,22234500,333224000
S100R12D,1662990000000,52708000000,1938270000000,723337000000,0.327,131489535,1298000000
S100R12E,25131850000,4433136000,19034039000,9548358000,0.501,10152000,1030095000
S100R12O,464859000000,50697000000,654791000000,423243000000,0.601,331942000,35301000000
S100R15B,3156150000000,90452000000,3180597000000,1682248000000,0.529,769175000,147812000000
S100R15F,358654000000,47555000000,331996000000,185409000000,0.558,104181803,27892000000
S100R15I,59120000000,2537000000,95185000000,52396000000,0.547,89065301,3880000000
S100R16T,２  地域ごとの情報当社グループの本邦以外の外部顧客に対する取引及び当社グループの本邦以外に所在している有形固定資産については、重要性が乏しいことから、記載を省略しております。 ,19571000000,18947097000000,1160147000000,0.0609,1245616000,54285000000
S100R16V,53090000000,5050000000,61967000000,18368000000,0.296,5192000,2480000000
S100R178,6781108000,2054512000,5040438000,4027680000,0.749,14028700,195576000
S100R19K,11600485000000,45354000000,10098703000000,2936908000000,0.2908,1584889000,286479000000
S100R1BM,124590000000,40765000000,341435000000,307330000000,0.900,38513152,17860000000
S100R1CK,1371863000000,99201000000,2029722000000,1035044000000,0.495,416680000,33601000000
S100R1DH,742288000000,65174000000,785944000000,278053000000,0.354,198705000,26468000000
S100R1FN,324661000000,24539000000,379630000000,163525000000,0.402,69934,34279000000
S100R1G7,2770365000000,235303000000,1702270000000,401850000000,0.165,84770508,53132000000
S100R1IZ,630298000000,24970000000,1954981000000,228417000000,0.1109,215291912,22357000000
S100R1J4,6762702000000,294141000000,4441464000000,1195826000000,0.2692,354056000,58684000000
S100R1JA,861456000000,144045000000,878194000000,579501000000,0.616,325080956,78133000000
S100R1KF,2003084000000,203545000000,286170709000000,14788654000000,0.046,4500000000,479419000000
S100R1LR,2217148000000,145951000000,12018254000000,1779911000000,0.1463,373330000,146626000000
S100R1M3,3279146000,570292000,1167780000,414708000,0.355,7150000,147961000
S100R1N2,608131000000,138270000000,619286000000,500192000000,0.807,114443496,68180000000
S100R1NN,２．報告セグメントごとの実質業務粗利益及び実質業務純益の金額の算定方法報告セグメントの情報は内部管理報告を基礎とし、会計処理の方法は「連結財務諸表の作成のための基本となる重要な事項」における記載と概ね同一でありますが、社内管理の取扱いに則り処理をしております。実質業務純益は実質業務粗利益から総経費を控除した金額であります。実質業務粗利益及び総経費は、当社及び連結子会社の業務粗利益及び経費（除く臨時処理分）に持分法適用会社の損益（臨時要因を除いた持分割合考慮後の金額）等を反映した社内管理ベースの計数であります。　また、セグメント間の取引及びセグメント間に跨る収益については社内管理（市場実勢価格）基準により算定しております。なお、セグメント別資産情報として開示している固定資産は、有形固定資産及び無形固定資産の合計であり、三井住友信託銀行株式会社に係る固定資産を各セグメントに配賦しております。 ,57793000000,57029113000000,2730356000000,0.0465,390348000,173889000000
S100R1O0,1142713000000,88879000000,1023706000000,632746000000,0.5931,492507000,66093000000
S100R1O5,378140000000,15541000000,429040000000,120410000000,0.278,170214000,5445000000
S100R1PW,60580000000,26642000000,87586000000,49055000000,0.5601,63817100,2284000000
S100R1QJ,248655000000,25135000000,202750000000,160490000000,0.759,133921800,19429000000
S100R1RG,２　報告セグメントごとの利益又は損失の金額の算定方法報告されている事業セグメントの会計処理方法は、「連結財務諸表作成のための基本となる重要な事項」における記載と概ね同一でありますが、複数の事業部門の協働により取引を獲得した際には、社内管理会計の取扱いに則り、実際の収益額に基づき算定した金額を協働した事業部門に計上しております。なお、資産につきましては、事業セグメント別の管理を行っておりません。 ,403398000000,203659146000000,11451611000000,0.0529,1399401420,726681000000
S100R1SN,668510000000,91210000000,1759455000000,541562000000,0.299,192373000,45873000000
S100R1SP,288902000000,30540000000,284842000000,160690000000,0.557,107508000,20753000000
S100R1SZ,331936000000,52210000000,252393000000,205424000000,0.806,283756000,24034000000
S100R1TC,1401505000000,66788000000,1775022000000,1046622000000,0.5612,324240000,-35668000000
S100R1TH,5339238000000,-71049000000,7916523000000,2771483000000,0.350,1250787667,257361000000
S100R1U9,15888617000000,871232000000,20419122000000,8267720000000,0.405,1811428430,362203000000
S100R1UE,793357000000,,741388000000,401014000000,0.541,102959000,13783000000
S100R1V7,28463098000,16430102000,35638280000,27264313000,0.762,163855200,8867814000
S100R1VD,299354000000,34032000000,414549000000,244500000000,0.4935,103651442,17055000000
S100R1WF,97736000000,12817000000,74615000000,42371000000,0.5679,29300000,8829000000
S100R1YB,3787864000,-440016000,5934860000,747584000,0.118,2230300,-382922000
S100R207,732581000000,20612000000,749878000000,259824000000,0.672,213958000,45017000000
S100R218,282456000000,114734000000,304580000000,198731000000,0.652,199567000,48310000000
S100R22E,490578000000,91728000000,680250000000,572748000000,0.842,280017000,65601000000
S100R23A,33522000000,33000000,173587000000,38450000000,0.221,22820530,851000000
S100R23Q,851332000000,35208000000,675717000000,395360000000,0.541,219281000,22114000000
S100R248,806495000000,132260000000,913418000000,700443000000,0.767,158758000,71894000000
S100R24O,２．報告セグメント毎のビジネス収益、利益又は損失、資産、負債の金額の算定方法報告セグメントの会計処理の方法は、「連結財務諸表作成のための基本となる重要な事項」における記載と概ね同一であります。連結粗利益、持分法による投資損益及び株式等関係損益を合計した金額を「ビジネス収益」としております。各報告セグメント間の資金運用・調達取引にかかる損益については、通貨別・期間別に平均調達レートをベースにして定めた本支店レートや、調達活動にかかる経費配賦比率をベースに算定しております。また、ビジネス活動に直接関係しない本社経費は各報告セグメントへ配賦せず、報告セグメント対象外の損益としております。固定資産については、報告セグメントに配分しておりませんが、関連する費用については該当するセグメントに配分しております。,,5255048000000,448710000000,0.085,118289000,36130000000
S100R257,4977585000,2194434000,6878137000,5268834000,0.766,9687400,842346000
S100R25K,176853000000,12344000000,143364000000,67315000000,0.465,96290850,9302000000
S100R28G,331648000000,32042000000,464654000000,305337000000,0.651,266229476,2642000000
S100R29Q,40768893000,1402803000,25953533000,18294322000,0.705,31121000,3972228000
S100R29T,2013228000000,40052000000,2725132000000,932577000000,0.3422,744912000,50958000000
S100R29U,991365000000,29430000000,1086456000000,536676000000,0.494,551268000,28284000000
S100R2BG,425109000000,75512000000,651929000000,407427000000,0.625,208911620,42638000000
S100R2BN,293506000000,67416000000,346775000000,264448000000,0.7626,209154000,36062000000
S100R2C5,1149857000,226952000,2813411000,982352000,0.3492,6953,142835000
S100R2ES,7401256000000,-85104000000,6809077000000,1977741000000,0.2905,1737941000,119302000000
S100R2FG,307627000000,9054000000,250617000000,62009000000,0.247,164000000,850000000
S100R2FO,6177947000000,840901000000,8049528000000,3230788000000,0.401,950321000,145319000000
S100R2GR,1974269000000,123382000000,2091175000000,756924000000,0.360,528656000,109839000000
S100R2I8,1872345000,256172000,818984000,371077000,0.453,1000000,-132877000
S100R2IM,683972000000,85501000000,708604000000,424759000000,0.599,262220530,40548000000
S100R2L5,733846000000,6880000000,840750000000,246404000000,0.274,532463000,-6958000000
S100R2LE,423727000000,42380000000,416483000000,267811000000,0.634,117812000,40219000000
S100R2MZ,607679000000,9232000000,377779000000,87083000000,0.191,149640445,9924000000
S100R2OI,137264000000,13435000000,73035000000,39327000000,0.527,101754100,6655000000
S100R2OP,463504000000,83527000000,863636000000,489245000000,0.553,327560196,35506000000
S100R2P3,61573286000,11414840000,55878117000,47345798000,0.839,47172000,5817114000
S100R2PQ,580141000000,31410000000,377257000000,183805000000,0.469,139925532,19943000000
S100R2QA,41193000000,18215000000,64627000000,54954000000,0.850,12372000,6770000000
S100R2TE,513057000000,33166000000,307735000000,81608000000,0.259,51289616,14817000000
S100R2TO,189152000000,35595000000,244533000000,178285000000,0.7259,84841000,22034000000
S100R2V6,275959000,-472195000,1360169000,1327621000,0.9761,204880,-163054000
S100R2X3,10859522000,1316454000,5448424000,353782000,0.065,36500,268579000
S100R2YA,271276000000,59261000000,282614000000,206445000000,0.728,122531000,19373000000
S100R2ZK,497701000000,60737000000,523315000000,179673000000,0.325,57296000,4691000000
S100R2ZO,11879842000000,1768593000000,22295146000000,9264913000000,0.416,1950394470,1192784000000
S100R2ZU,1067612000000,82675000000,4086513000000,524372000000,0.104,106624000,52271000000
S100R30N,319834000000,14383000000,279743000000,126208000000,0.436,79765768,12609000000
S100R30V,1263178000000,81497000000,1821274000000,307918000000,0.1691,154679000,39889000000
S100R314,6789525000000,192682000000,55941261000000,3713592000000,0.066,1198208200,225035000000
S100R324,－,822883000,－,－,－,1961400,－
S100R32B,481783000000,42963000000,439926000000,301459000000,0.678,141000000,28018000000
S100R32F,－,100565000000,2869357000000,1124290000000,0.392,1631481000,79373000000
S100R34G,61097000000,6738000000,54272000000,37494000000,0.690,93620800,1722000000
S100R34Z,55701000000,18107000000,88491000000,67204000000,0.759,42000000,11375000000
S100R355,247925000000,15972000000,229276000000,130403000000,0.567,112391530,10234000000
S100R36C,1528633000000,112656000000,23132539000000,2778047000000,0.1189,593291000,192705000000
S100R389,147500000000,91513000000,258180000000,220109000000,0.848,35931000,28824000000
S100R38K,1302976000,439950000,956504000,378960000,0.3962,5400,28024000
S100R38M,3871496000000,191460000000,3401970000000,1715914000000,0.409,491049100,178759000000
S100R38W,220153000000,15460000000,305471000000,129827000000,0.420,74309108,19966000000
S100R39F,117084000000,-5201000000,853025000000,402901000000,0.457,172411000,38642000000
S100R3A2,－,187874000,－,－,－,45430,－
S100R3AQ,2514594000000,87331000000,2010309000000,881203000000,0.4337,1490282000,132871000000
S100R3B5,912208000000,118961000000,1797701000000,1047561000000,0.583,290814000,64577000000
S100R3C9,449049000,520465000,1102207000,717590000,0.651,18200,8723000
S100R3CW,11998000000,3280000000,40853000000,2383000000,0.058,11828,-7646000000
S100R3DF,409990000000,35487000000,338432000000,161603000000,0.474,235000000,20910000000
S100R3F2,1781709000,963364000,1020482000,656617000,0.643,20000,236656000
S100R3GK,1385914000000,-234767000000,2153648000000,1062345000000,0.493,349028000,150807000000
S100R3GX,267980000000,19809000000,655288000000,450156000000,0.636,57154000,14770000000
S100R3HZ,124116000000,11462000000,296460000000,240626000000,0.849,150810033,9853000000
S100R3K2,1435843000,586577000,1130850000,667794000,0.591,2418100,82348000
S100R3K7,2097224000000,460844000000,13792773000000,5683019000000,0.376,1565006000,88231000000
S100R3KR,3873662000000,400192000000,4709201000000,1926337000000,0.409,614438000,164218000000
S100R3LA,101318000000,-1726000000,117346000000,62604000000,0.533,95452914,7159000000
S100R3LU,2310756000000,378929000000,1748982000000,965775000000,0.552,1695960030,34247000000
S100R3O2,364234000000,61273000000,380915000000,179133000000,0.470,50794000,18059000000
