DocID,NetSales_LLM,OperatingIncome_LLM,Sentiment_LLM
S100P0IC,617907000.0,-270154000.0,
S100QRAZ,788895000.0,122231000.0,
S100NCPJ,36929678000.0,12803663000.0,0.6
S100WIWK,232784000000.0,79309000000.0,
S100P0IG,305367000000.0,,
S100S8KR,275044000000.0,,-0.2
S100L2I7,3160243000000.0,,0.0
S100QRB1,606460000000.0,72824000000.0,0.7
S100WIWT,48013769000.0,4843786000.0,
S100NCQI,103421000000.0,11365000000.0,
S100L2K1,87096000000.0,,
S100P0JF,143469000000.0,18264000000.0,0.3
S100S8LI,354094000000.0,,0.6
S100QRBT,1191259000.0,71493000.0,0.7
S100WIX1,2808972000.0,608423000.0,0.6
S100L2KO,683914000000.0,39710000000.0,0.4
S100S8M6,368318000000.0,,0.6
S100NCRK,661524000000.0,-10159000000.0,0.3
S100QRBW,385338000.0,90252000.0,0.6
S100P0JL,165345000000.0,6973000000.0,0.0
S100S8MF,356452000.0,-694759000.0,-0.6
S100NCRP,83003000000.0,7255000000.0,0.5
S100WIXA,8989882000.0,1843769000.0,
S100P0JR,1742780000.0,-674161000.0,-0.3
S100QRCY,603662000.0,61275000.0,0.7
S100L2L5,11903826000.0,,0.6
S100WIXP,6256266000.0,514742000.0,0.0
S100S8MU,1205641000.0,-267168000.0,-0.7
S100QRD2,8933000000.0,421000000.0,0.4
S100L2LK,242886000000.0,,
S100P0KM,2657285000.0,433860000.0,0.6
S100S8N0,2564400000000.0,229461000000.0,0.4
S100L2LM,201542000000.0,,
S100NCS0,2868378000000.0,139135000000.0,0.6
S100WIXV,49000000.0,-537000000.0,0.1
S100NCSH,343784000000.0,20612000000.0,0.0
S100QRDX,1838456000.0,187671000.0,
S100P0KQ,125556000000.0,,
S100S8NI,3899214000.0,201013000.0,
S100L2ML,839881000000.0,,
S100WIY3,863104000.0,,
S100NCSP,,,
S100S8NZ,2436664000.0,-229327000.0,
S100P0KZ,21549383000.0,1216152000.0,0.4
S100QRET,896455000.0,163870000.0,0.6
S100L2PW,343764000000.0,,-0.2
S100WIZ0,1603163000.0,788426000.0,0.7
S100NCSU,147247000000.0,8233000000.0,0.6
S100QRGT,820373000.0,-37323000.0,
S100P0LM,166455000000.0,9058000000.0,
S100S8O3,20775000000.0,4693000000.0,0.5
S100WIZ5,3467287000.0,942888000.0,0.0
S100P0MJ,511911000.0,67050000.0,0.6
S100QRIK,4206135000.0,397598000.0,0.2
S100L2QK,1107301000.0,,0.0
S100NCU8,194626000000.0,3625000000.0,
S100S8OE,288594000000.0,,0.2
S100L2QM,33055477000.0,,0.0
S100WIZD,2746527000.0,486430000.0,0.6
S100NCV3,391503000000.0,25705000000.0,0.3
S100P0MU,1179742000.0,315180000.0,0.5
S100QRJ1,2525290000.0,-182381000.0,0.5
S100S8OO,379678000000.0,,0.3
S100WJ06,8824913000.0,291288000.0,
S100NCW5,670929000000.0,5073000000.0,
S100L2YX,973700000000.0,,
S100S8OP,,,
S100L30D,1194005000.0,,
S100P0MW,1235090000000.0,,0.0
S100WJ07,35645000000.0,,0.0
S100NCWV,10786850000.0,5612906000.0,0.2
S100P0NS,4200329000.0,62006000.0,
S100S8P3,570087000000.0,,0.0
S100QRJC,35156482000.0,2037185000.0,0.2
S100WJ0B,683904000000.0,-36545000000.0,-0.6
S100L30W,98844000000.0,,
S100NCY5,156495000000.0,29685000000.0,0.5
S100L343,1713196000.0,,
S100WJ0F,580885000.0,150992000.0,0.8
S100S8QA,223260000000.0,,
S100P0OS,1021482000.0,141419000.0,0.0
S100QRJJ,691565000.0,137016000.0,0.2
S100S8R7,1637979000000.0,,0.0
S100QRKE,2569568000.0,424568000.0,0.0
S100P0OU,2883207000.0,73989000.0,0.0
S100ND16,131212000000.0,13413000000.0,
S100WJ24,25846000000.0,744000000.0,
S100L35A,13757440000.0,,
S100QRL7,1443528000.0,-64467000.0,0.3
S100ND1M,73622000000.0,14370000000.0,0.6
S100WJ2E,4012470000.0,1364197000.0,
S100L36G,226875000000.0,13245000000.0,0.0
S100S8RP,43996000000.0,3316000000.0,0.2
S100P0QA,17312000000.0,,
S100P0QE,46803000000.0,4640000000.0,
S100ND3A,,,
S100QRLA,489208000000.0,34247000000.0,0.0
S100S8RR,152924000000.0,,0.4
S100WJ2Y,2421762000.0,526594000.0,0.4
S100P0QI,2151139000.0,-222967000.0,-0.3
S100L39W,39998000.0,,0.0
S100ND3H,493171000000.0,10850000000.0,0.7
S100S8TJ,5621164000.0,758344000.0,0.0
S100QRNE,7190400000.0,709167000.0,0.6
S100WJ33,1637995000.0,-24379000.0,-0.4
S100ND3V,1402043000000.0,,
S100L3AS,434723000000.0,,-0.8
S100P0QS,149302000000.0,9820000000.0,
S100S8UF,46184000000.0,11365000000.0,0.2
S100QRNX,220000000.0,-245000000.0,0.3
S100WJ4L,2916914000.0,449491000.0,
S100P0RA,167537000000.0,28079000000.0,
S100ND4R,280802000000.0,22146000000.0,-0.2
S100L3D4,2390870000.0,,
S100QT32,164482000000.0,,
S100L3FE,1973405000.0,,0.6
S100WJ5L,36998000.0,-623270000.0,-0.6
S100ND6E,316539000000.0,46634000000.0,0.6
S100S8UI,153851000000.0,35443000000.0,0.5
S100P0SM,135598000000.0,8202000000.0,0.4
S100WJ66,1535972000.0,-190195000.0,
S100QT8C,1144278000000.0,,0.3
S100S8UQ,5065981000.0,333860000.0,
S100L3IS,762789000.0,,
S100ND7L,97107000000.0,6778000000.0,0.3
S100P0TN,2423982000.0,-33654000.0,
S100S8VB,128198000000.0,12080000000.0,
S100L3JQ,2433433000.0,,
S100P0VD,2111418000.0,-167629000.0,-0.6
S100WJ6K,1116402000.0,113689000.0,0.4
S100QT8H,244295000000.0,,0.0
S100ND7X,4009048000000.0,256274000000.0,0.6
S100S8WS,51783000000.0,10182000000.0,0.6
S100WJ73,2211076000.0,277110000.0,0.2
S100QT8M,368863000000.0,,0.3
S100P0VO,874658000.0,109257000.0,-0.3
S100ND87,593317000000.0,27875000000.0,0.6
S100QT9L,765426000000.0,,-0.3
S100L3KH,715673000000.0,,0.2
S100S8XI,102659000.0,-9207955000.0,-0.6
S100WJ7Z,142551000000.0,,0.4
S100L3LV,1422826000000.0,,
S100ND8Z,1069427000000.0,49834000000.0,
S100QTD9,49355691000.0,,0.0
S100P0VZ,3509490000.0,306065000.0,
S100WJ85,3023829000.0,278206000.0,0.0
S100S8XZ,377749000000.0,9573000000.0,
S100ND9I,283977000000.0,32181000000.0,
S100P0W6,355617000.0,-488639000.0,0.0
S100L3MC,9773862000.0,,0.7
S100QTL2,242552000000.0,,0.0
S100S8YI,3145686000000.0,,
S100L43I,63129000000.0,2802000000.0,
S100QTSR,555955000000.0,68301000000.0,0.6
S100P0WA,15092641000.0,1558726000.0,0.5
S100WJ8W,50588000000.0,5020000000.0,
S100ND9Y,,,0.4
S100L4KA,25101589000.0,4640454000.0,0.0
S100NDA9,222712000000.0,2784000000.0,0.6
S100WJC3,5212394000.0,1177970000.0,0.7
S100P0YV,751000000.0,-174000000.0,
S100S8ZK,1359735000000.0,,0.3
S100WJCJ,975874000.0,-754200000.0,-0.6
S100P10V,1411120000.0,88092000.0,
S100QTUD,5244343000.0,,0.0
S100S8ZZ,399632000000.0,39727000000.0,0.2
S100L4PI,1202864000000.0,167982000000.0,
S100NDAC,7657527000000.0,1063710000000.0,
S100QTV0,11811303000000.0,,-0.2
S100WJCL,12252326000.0,-1179539000.0,-0.6
S100L4U2,252374000000.0,14426000000.0,
S100S90K,36555183000.0,5722519000.0,
S100NDAZ,1541082000000.0,49234000000.0,0.6
S100P12A,7955574000.0,689150000.0,
S100WJDK,670559000.0,223168000.0,
S100S91M,3209915000.0,,0.6
S100QTVK,178966000000.0,,0.4
S100L55X,101207000000.0,8021000000.0,
S100QU2A,447187000000.0,141963000000.0,0.6
S100NDBH,1001660000000.0,49258000000.0,0.6
S100P12P,28352000000.0,5893000000.0,0.6
S100S91X,52035000000.0,,
S100WJDQ,788325000.0,166674000.0,0.0
S100NDBP,3181263000000.0,190189000000.0,0.5
S100L5FR,244670000000.0,14512000000.0,0.6
S100P12W,828722000.0,2965000.0,0.0
S100S923,19887012000.0,3005094000.0,0.5
S100QU4Q,19408149000.0,,0.0
S100NDC0,245145000000.0,18981000000.0,0.0
S100L5FW,541697000000.0,26010000000.0,0.6
S100WJDZ,2101278000.0,-89069000.0,0.3
S100P12X,405371000.0,-59133000.0,0.0
S100P130,232150000000.0,,0.0
S100S925,153995000.0,,
S100L5GO,145495000000.0,6064000000.0,0.3
S100WJFL,2418823000.0,476726000.0,0.0
S100NDCB,1482794000000.0,-42535000000.0,0.4
S100QU75,5759268000.0,,
S100WJXT,501470000000.0,,0.0
S100L5HZ,149698000000.0,49720000000.0,
S100S934,503110000000.0,,-0.4
S100NDCD,1154416000000.0,322839000000.0,
S100WJZQ,309240000000.0,,-0.6
S100L5O8,20287810000.0,1488651000.0,0.6
S100S93B,546961000000.0,38000000000.0,0.6
S100QUA4,5752663000.0,,0.4
S100P138,225080000000.0,,0.4
S100P15S,1031105000.0,-874276000.0,-0.7
S100NDDH,191431000000.0,22702000000.0,0.6
S100QUCN,667647000000.0,,0.0
S100S94Y,1778989000000.0,20631000000.0,0.2
S100NDEN,1320835000.0,347036000.0,0.0
S100P169,1447178000.0,551430000.0,
S100WK81,263510000000.0,,0.0
S100L60J,228353000000.0,,
S100S968,86821000000.0,4983000000.0,0.6
S100QUGV,,,-0.2
S100WK8P,457093000000.0,,0.2
S100L668,2714826000.0,417615000.0,0.5
S100NDEY,681108000000.0,44146000000.0,
S100P16I,6703658000.0,-214513000.0,0.3
S100QUIU,416514000000.0,,0.4
S100WL4I,200817000000.0,,
S100S972,491692000000.0,34994000000.0,
S100P17D,114965000000.0,,
S100L68E,1859840000.0,598223000.0,0.6
S100NDGL,2645375000000.0,80825000000.0,0.0
S100NDHN,299234000000.0,54429000000.0,0.0
S100L68Y,1913313000.0,99686000.0,
S100WL64,4373000000.0,,0.5
S100QUJS,10464483000.0,,0.5
S100S973,7552885000.0,5334508000.0,
S100P17L,1740366000.0,379956000.0,0.0
S100QUJZ,4292042000.0,515424000.0,0.0
S100WL6P,,,
S100NDI3,47039000000.0,6371000000.0,0.5
S100L6AL,23743921000.0,66585000.0,-0.5
S100P18O,42590000000.0,14312000000.0,
S100S975,182219000000.0,,0.0
S100L6CP,838079000.0,260089000.0,
S100QUO2,290077000000.0,,0.6
S100NDIB,687005000000.0,38170000000.0,
S100WLIK,2681000000.0,,0.2
S100P18X,7778413000.0,882726000.0,0.6
S100S977,1193401000000.0,116771000000.0,
S100QUUU,94518000000.0,,-0.2
S100S97U,43930000000.0,13307000000.0,0.6
S100NDJ3,656995000000.0,17929000000.0,
S100WLM8,36269311000.0,,-0.2
S100L6DW,1250100000.0,127355000.0,
S100P19V,1999761000.0,-672762000.0,0.0
S100QV1P,,,-0.3
S100L6DY,586564000.0,71508000.0,0.6
S100P1AT,856387000.0,131842000.0,0.3
S100S98J,1085878000000.0,131625000000.0,0.6
S100WLSP,1011390000000.0,,0.0
S100S993,6292287000.0,79454000.0,0.0
S100NDJS,2162379000000.0,63662000000.0,0.6
S100QV3V,9857651000.0,,-0.6
S100WLX8,1892197000.0,,0.0
S100L6EU,1635518000.0,418547000.0,0.0
S100P1BW,3378934000.0,268764000.0,0.6
S100QV4M,8013477000.0,,-0.6
S100S99I,4945147000.0,,0.6
S100WLY9,897378000.0,,0.0
S100NDKA,195928000000.0,20984000000.0,0.6
S100L7U5,2446904000000.0,,0.0
S100S9AB,3448167000.0,-558690000.0,-0.2
S100QV53,50504000000.0,,-0.6
S100P1EL,218207000000.0,17688000000.0,0.7
S100NDKG,8923226000000.0,1539668000000.0,0.0
S100WNMM,2015408000000.0,,-0.2
S100NDKI,1034946000000.0,42466000000.0,0.5
S100L7WP,97351000000.0,,0.0
S100P1F0,8154817000.0,1004668000.0,0.3
S100QV83,8380515000.0,,-0.2
S100S9AF,147949000000.0,,0.6
S100QVYU,,,-0.2
S100WNMT,108334000000.0,,0.0
S100L89N,168817000000.0,63967000000.0,0.2
S100NDKV,21670379000.0,2945533000.0,0.4
S100S9AN,1345924000000.0,,
S100P1F6,189000000.0,-1228000000.0,-0.7
S100WOGW,11045943000.0,896124000.0,
S100L8S7,81115000000.0,,0.3
S100NDLM,216769000000.0,18137000000.0,
S100P1F9,9097417000.0,561317000.0,0.6
S100S9B4,343772000000.0,,
S100QWA7,723582000000.0,,0.4
S100WOHL,3378724000.0,,0.0
S100L8V7,140359000000.0,10581000000.0,0.3
S100P1U4,328335000000.0,,0.3
S100QWH3,708280000000.0,55736000000.0,-0.3
S100NDLN,122864000000.0,,0.0
S100S9BU,2198076000.0,763303000.0,0.6
S100WOK9,3687575000.0,-258139000.0,-0.6
S100L8XA,,,-0.6
S100P22Z,366096000000.0,,-0.2
S100NDM2,37935000000.0,13782000000.0,
S100WOM3,4120959000.0,913397000.0,
S100QWQB,133991000000.0,,
S100S9C5,296479000000.0,,0.3
S100QWVF,995090000.0,-277298000.0,0.0
S100P2NM,214691000000.0,,0.3
S100L8ZT,6331634000.0,,
S100NDMC,389540000000.0,17745000000.0,0.0
S100S9C7,17662000000.0,1718000000.0,0.6
S100WOMB,,-1888122000.0,0.0
S100L90M,294497000000.0,32932000000.0,
S100NDNH,3028839000.0,358383000.0,0.3
S100K3OO,383889000000.0,,
S100TYFD,30166000000.0,,0.0
S100P32D,240760000000.0,,0.3
S100S9CF,296771000000.0,9238000000.0,0.2
S100WOQ6,11747511000.0,710734000.0,-0.1
S100K3P5,2015717000000.0,,
S100L95V,13081490000.0,,
S100P373,755414000000.0,,
S100S9CH,1050348000.0,122949000.0,
S100WORR,73973000000.0,3214000000.0,
S100NDNM,86358000000.0,11078000000.0,0.6
S100TYHJ,264983000000.0,7761000000.0,
S100NDNQ,1484804000000.0,76574000000.0,0.0
S100L988,547366000000.0,160129000000.0,
S100K3PD,164803000000.0,13029000000.0,0.0
S100P3DY,350744000000.0,,0.0
S100S9DM,326183000000.0,,0.0
S100NDP7,127892000000.0,4733000000.0,
S100TZ3Z,96215000000.0,18408000000.0,
S100L9EZ,11337537000.0,3675954000.0,
S100WPS5,3749791000.0,,0.0
S100K3Q5,183499000000.0,16766000000.0,
S100P3X5,3005000000.0,,0.5
S100S9ET,232192000000.0,,
S100WQ2M,2063415000.0,,0.4
S100L9IZ,75939000000.0,9370000000.0,0.0
S100K3Q9,63157000000.0,,0.0
S100U00B,27297000000.0,,0.5
S100NDPV,273627000000.0,50138000000.0,0.6
S100P44C,11876681000.0,,0.2
S100U016,304734000000.0,5497000000.0,
S100S9FZ,1012700000000.0,,0.6
S100NDQS,476623000000.0,32842000000.0,
S100K3RL,1040190000000.0,-60519000000.0,
S100WQ7F,251477000000.0,,0.6
S100L9J9,119042000000.0,13114000000.0,0.7
S100S9G1,314144000.0,-495857000.0,0.2
S100P55B,34995000000.0,,
S100WQCA,187954000000.0,,0.0
S100U0EK,132408000000.0,11118000000.0,0.0
S100L9OT,62603000.0,-349453000.0,0.0
S100K3S4,144102000000.0,30937000000.0,0.0
S100NDR2,2695717000000.0,462463000000.0,0.0
S100P58G,1543046000.0,52327000.0,0.2
S100K3S7,252479000000.0,,0.0
S100U0EO,57618442000.0,14901583000.0,
S100WQCJ,13781848000.0,,-0.3
S100L9R5,119855000000.0,1665000000.0,0.0
S100S9GD,717145000000.0,,-0.4
S100NDSE,1149654000.0,300787000.0,0.5
S100P5C6,1423642000000.0,,
S100S9GP,544750000000.0,,0.0
S100U0I2,98745000000.0,17295000000.0,0.6
S100WQDW,192633000000.0,,0.6
S100K3UA,1218392000000.0,,
S100L9R9,82456000000.0,8281000000.0,
S100NDSF,738046000000.0,,0.2
S100P5JJ,1406978000.0,-486443000.0,
S100WQFJ,52372323000.0,,0.0
S100S9GR,1160662000000.0,115782000000.0,
S100U0IN,495699000000.0,42469000000.0,0.6
S100L9SM,231278000.0,-291213000.0,-0.4
S100K3UL,61036000000.0,12893000000.0,
S100NDT4,159820000000.0,,0.6
S100P5UB,423583000.0,-768768000.0,-0.7
S100U0JU,366029000.0,63342000.0,0.6
S100WQNM,120025000000.0,,
S100S9JD,362065000000.0,58865000000.0,0.5
S100P61W,2050518000.0,87422000.0,0.0
S100L9W6,91494000000.0,22146000000.0,0.6
S100S9JJ,284330000000.0,77071000000.0,
S100K3W5,4105301000.0,313533000.0,0.0
S100NDUB,171364000000.0,11649000000.0,0.2
S100U0JV,235537000000.0,23533000000.0,0.6
S100K3WC,1600549000.0,206310000.0,0.0
S100WQNU,16004726000.0,,-0.2
S100L9Y0,1965290000.0,371834000.0,0.6
S100NDUD,29678000000.0,,0.5
S100P62E,85461000000.0,,
S100U0LH,3179313000.0,744636000.0,
S100S9K1,1246595000.0,-10852000.0,0.4
S100WQPM,5075325000.0,,0.3
S100L9YI,41723000000.0,2038000000.0,0.2
S100NDUH,109974000000.0,9824000000.0,0.7
S100P64R,1228913000.0,186250000.0,0.3
S100K3WI,105294000000.0,,0.0
S100U0N0,5455397000.0,265197000.0,
S100S9L5,1388470000000.0,125546000000.0,0.6
S100WQQH,56175627000.0,,
S100K3X3,653675000000.0,8906000000.0,-0.7
S100P65A,5930883000.0,2122840000.0,0.7
S100LA34,126426000000.0,32571000000.0,0.6
S100NDV0,,,
S100LA36,1242066000.0,147971000.0,
S100U0P1,15279028000.0,4023879000.0,0.5
S100K3XS,652423000000.0,,-0.3
S100S9LH,408305000.0,-50191000.0,-0.1
S100WQR3,33270601000.0,,0.6
S100NDVG,179330000000.0,16010000000.0,
S100P68U,211030000000.0,11963000000.0,0.7
S100S9LO,877321000.0,76803000.0,0.7
S100U0R2,2130608000000.0,,
S100WQS8,90712000000.0,,
S100LA3L,393565000000.0,44223000000.0,0.6
S100NDVK,928500000000.0,42412000000.0,
S100K3XX,395342000000.0,,0.0
S100P69D,4487714000.0,571732000.0,0.7
S100S9M1,221158000000.0,39579000000.0,0.6
S100WQTJ,23055669000.0,,0.2
S100U0RZ,,-2125017000.0,-0.9
S100K3Y1,1869273000.0,88880000.0,0.1
S100LA8G,2302665000.0,-22786000.0,-0.3
S100P6BD,2851084000.0,-48295000.0,-0.2
S100NDVN,1314025000000.0,39319000000.0,0.0
S100S9M7,11570029000.0,1368090000.0,0.8
S100U0TG,1616109000.0,12091000.0,0.6
S100WQWW,3602276000.0,,0.3
S100LA8I,289055000000.0,,
S100S9MB,90217000000.0,28931000000.0,0.0
S100P6G3,300016000000.0,21847000000.0,0.0
S100NDWQ,12371138000000.0,,
S100U0UJ,2366501000000.0,401803000000.0,
S100LA9W,22794000000.0,3500000000.0,
S100K3YW,66553000000.0,,-0.7
S100WQX1,251184000000.0,,-0.2
S100K3Z0,90100000000.0,4729000000.0,
S100S9MY,308582000000.0,39087000000.0,0.6
S100NDXD,4647185000000.0,279040000000.0,0.7
S100U0XD,2251278000.0,208833000.0,0.5
S100P6N9,8807000000.0,958000000.0,0.0
S100WR05,2246758000000.0,,0.0
S100K3Z6,465755000000.0,13875000000.0,
S100NDXJ,1043768000000.0,42676000000.0,
S100P6NE,,-4621922000.0,0.0
S100LAAA,22355000000.0,4610000000.0,0.0
S100U139,200959000000.0,8606000000.0,0.0
S100WR1U,462988000.0,,0.0
S100LAAT,1451542000.0,390928000.0,0.3
S100K3ZB,621217000000.0,41314000000.0,0.0
S100S9O7,26495000000.0,6823000000.0,0.4
S100NDXZ,194211000000.0,20042000000.0,
S100P6NO,2449976000.0,-173001000.0,-0.4
S100S9OF,611294000000.0,,0.3
S100NDYW,138663000000.0,17283000000.0,
S100U14I,4815367000.0,353870000.0,0.6
S100WR5N,17160468000.0,,0.0
S100LAB8,1529596000.0,-233368000.0,-0.1
S100K3ZL,545425000000.0,3614000000.0,0.0
S100S9OQ,7905897000.0,27858000.0,
S100WRCL,3726133000.0,,0.0
S100K3ZQ,2413740000.0,136312000.0,
S100U16C,2355733000.0,254300000.0,0.6
S100LABR,7306483000.0,-1437216000.0,0.4
S100P6PT,28774000000.0,709000000.0,
S100S9P9,952740000.0,52891000.0,0.0
S100NDYY,144416000000.0,20089000000.0,0.6
S100U177,5762776000.0,341505000.0,0.0
S100P6SC,8235477000.0,294912000.0,
S100WRGF,46647755000.0,,0.4
S100K40Y,65990803000.0,3786565000.0,0.0
S100LABZ,2237000000.0,13000000.0,0.6
S100P86B,11786934000.0,,0.0
S100NDZF,628311000000.0,92153000000.0,0.6
S100U17H,101469000000.0,16136000000.0,0.6
S100S9PU,4024462000000.0,,0.0
S100K415,68138000000.0,,-0.6
S100LACO,2328270000.0,253743000.0,0.6
S100WRH7,2607813000000.0,,-0.8
S100NDZJ,654491000000.0,34884000000.0,0.2
S100S9Q2,29816401000.0,1549079000.0,0.0
S100P8IV,,,-0.3
S100U17S,81143000000.0,7063000000.0,0.0
S100WRK2,238966000000.0,23844000000.0,
S100LADH,27495000000.0,3726000000.0,0.3
S100K432,264174000000.0,54300000000.0,0.0
S100NDZL,395310000000.0,24589000000.0,0.6
S100P8KO,147049000000.0,,-0.2
S100U18C,61387550000.0,-622562000.0,-0.4
S100S9Q9,934857000000.0,48360000000.0,
S100K43X,101090000000.0,11541000000.0,
S100WRLD,1392627000.0,,0.0
S100LAEK,144398000000.0,16786000000.0,
S100P8NH,81193000000.0,,
S100U19Q,4956227000.0,966511000.0,0.4
S100WRNQ,4028518000.0,,0.2
S100NE2A,4173829000000.0,821211000000.0,
S100S9QD,44222000000.0,10383000000.0,0.0
S100LAHO,93002000000.0,4737000000.0,
S100K44Y,1966448000000.0,,0.0
S100P8NY,1446325000.0,,0.2
S100S9RG,2832609000.0,-158099000.0,0.3
S100U1AG,74001000000.0,6014000000.0,
S100NE2P,177636000000.0,65031000000.0,0.2
S100LAIM,30971000000.0,4808000000.0,
S100NE3B,160290000000.0,-2192000000.0,0.0
S100WRQT,803829000000.0,,0.3
S100P8O5,3305011000.0,,0.0
S100K45N,686012000000.0,,
S100WRRL,5463817000.0,,0.0
S100LAL6,61847000000.0,13031000000.0,
S100U1D2,2734750000000.0,,0.0
S100K46P,751794000000.0,69180000000.0,0.3
S100S9RS,400674000000.0,20700000000.0,-0.3
S100NE3C,70344000000.0,20033000000.0,0.8
S100P8R1,41966359000.0,,-0.3
S100U1DP,5420000000.0,545000000.0,0.0
S100K47S,86088000000.0,10955000000.0,0.6
S100LAMI,860139000.0,106913000.0,0.5
S100S9RW,70147000000.0,,0.3
S100P8XA,2454410000.0,,0.0
S100NE47,7785742000000.0,,0.0
S100U1E1,198640000000.0,6945000000.0,0.4
S100S9SC,80373000000.0,,
S100NE48,107488000000.0,4896000000.0,
S100LANH,79342000000.0,14392000000.0,0.6
S100K47Y,3362321000000.0,88904000000.0,
S100P8XS,156620000000.0,,0.4
S100U1FH,3335496000.0,,0.0
S100K482,172731000000.0,31655000000.0,0.7
S100P8ZH,31607815000.0,,0.4
S100S9SD,73314000000.0,20878000000.0,0.3
S100NE5C,99130000000.0,15565000000.0,-0.2
S100S9SG,125484748000.0,4642326000.0,0.0
S100U1FK,85976000000.0,24576000000.0,0.6
S100LAOO,149626000000.0,36724000000.0,0.6
S100LANL,19888324000.0,6593129000.0,
S100NE5Y,147041000000.0,10130000000.0,0.6
S100K488,290062000000.0,,
S100S9SW,638195000.0,,0.0
S100P90B,14380373000.0,,-0.8
S100LAOU,444120000000.0,48252000000.0,
S100U1H9,2045401000.0,191483000.0,
S100K492,969359000000.0,,-0.4
S100NE65,4942481000000.0,743749000000.0,0.6
S100S9SY,3299707000.0,501251000.0,0.6
S100U1HG,1208398000.0,147293000.0,0.7
S100P90T,241260000000.0,,-0.2
S100NE67,1949771000000.0,88331000000.0,
S100LAQ3,320558000000.0,30937000000.0,0.0
S100K49A,68288000000.0,,0.0
S100P930,17302000000.0,,0.0
S100S9TC,800275000000.0,,
S100U1HR,7759950000.0,1871509000.0,0.0
S100S9TY,2228640000.0,-84681000.0,0.4
S100K4AZ,585433000.0,70754000.0,0.3
S100NE6E,221778000000.0,33589000000.0,
S100P951,1831280000000.0,,
S100LAQI,76901000000.0,1528000000.0,0.6
S100U1IY,2717866000.0,166012000.0,
S100K4BP,2165780000000.0,,0.0
S100NEBI,268097000000.0,24822000000.0,-0.1
S100LAQX,28243548000.0,965890000.0,0.0
S100U1KR,3033638000.0,19714000.0,
S100S9UJ,443874000000.0,66492000000.0,0.0
S100LARL,46017000000.0,6009000000.0,
S100NEC0,,,
S100K4BS,2428427000000.0,589605000000.0,0.0
S100P99L,2595997000.0,,-0.5
S100U1KY,1678202000.0,354799000.0,0.0
S100LATL,128524000000.0,10153000000.0,
S100S9UX,1330817000000.0,,-0.3
S100K4CH,989387000000.0,,-0.2
S100NEC3,217158000000.0,26552000000.0,0.0
S100P9BR,206122000000.0,8900000000.0,0.3
S100U1P8,1770648000.0,314145000.0,0.2
S100S9VJ,272518000000.0,,
S100K4CR,13165961000.0,4529943000.0,
S100LAVF,2816315000.0,318912000.0,0.3
S100K4D3,710526000000.0,184317000000.0,
S100NECG,525279000000.0,24652000000.0,0.3
S100P9GU,77748000000.0,,0.6
S100S9VR,5792275000000.0,516051000000.0,0.1
S100U1PD,2520976000.0,385589000.0,0.5
S100LAVL,391513000000.0,-37340000000.0,0.0
S100NEEL,218374000000.0,4158000000.0,
S100U1RP,10082064000.0,148163000.0,
S100P9M7,423072000000.0,,
S100K4D8,390366000000.0,8518000000.0,
S100S9VT,602000000.0,-787000000.0,0.3
S100LAXT,91000000.0,-642000000.0,0.0
S100S9VW,63189000000.0,12525000000.0,
S100NEEY,141337000000.0,33935000000.0,0.6
S100P9MA,1413332000.0,,0.0
S100U1RW,2339073000.0,450962000.0,0.0
S100K4DI,63462000000.0,9378000000.0,0.6
S100LAY6,239350000000.0,16699000000.0,0.3
S100NEF0,59623000000.0,30462000000.0,
S100P9MJ,3053753000.0,,0.0
S100S9WM,28891341000.0,6622422000.0,
S100U1SP,4036178000.0,698432000.0,0.0
S100LAYH,30269000000.0,4689000000.0,
S100K4DL,758881000000.0,19200000000.0,0.2
S100S9Y1,7100767000.0,-185443000.0,
S100U1U0,29288000000.0,8748000000.0,0.7
S100P9OX,243181000000.0,13317000000.0,0.3
S100K4E5,116072000000.0,21368000000.0,0.2
S100NEFO,327173000000.0,19145000000.0,0.0
S100LAYT,102692000000.0,21076000000.0,0.6
S100NEGS,1196797000000.0,,
S100U1UI,4693024000.0,482571000.0,
S100S9YQ,67015000000.0,5370000000.0,0.6
S100P9Q5,7434287000.0,,-0.2
S100K4F5,1111984000000.0,,-0.6
S100LAZO,231426000000.0,26260000000.0,
S100P9RT,316873000.0,,0.0
S100U1XI,1388064000.0,-406010000.0,-0.6
S100SA16,41213000000.0,7457000000.0,
S100NEH5,433019000000.0,-14597000000.0,-0.6
S100K4FF,360902000000.0,,0.0
S100LB0B,1052660000.0,653459000.0,0.7
S100P9T4,178756000000.0,20641000000.0,0.0
S100SA1J,3605229000.0,446558000.0,
S100NEHH,,,
S100U1Y6,3516946000.0,1137026000.0,0.0
S100K4FS,722031000000.0,16690000000.0,0.2
S100LB1K,88313000000.0,43321000000.0,
S100P9TE,13761128000.0,,-0.3
S100NEIN,1407210000000.0,134631000000.0,0.6
S100LB1O,87744000000.0,12702000000.0,0.7
S100SA1Y,20547895000.0,6802536000.0,0.8
S100NEIX,211609000000.0,,-0.2
S100U1YC,1135459000.0,211943000.0,0.4
S100PA3X,289330000000.0,14756000000.0,
S100K4GF,1588418000000.0,,
S100U1YE,4228303000.0,299790000.0,0.6
S100SA23,90612000000.0,,0.4
S100PA80,91766000000.0,4476000000.0,0.0
S100LB28,51945083000.0,18584330000.0,0.7
S100K4GH,95398000000.0,,
S100U1YZ,,-223250000.0,0.6
